month,year,admin_ascii,total_cases,confirmed_cases
9,2008,bogota,,
9,2008,bolivar,139,73
9,2008,boyaca,8,2
9,2008,caldas,6,4
9,2008,caqueta,24,9
9,2008,casanare,123,15
9,2008,cauca,28,8
9,2008,cesar,91,20
9,2008,choco,7,0
9,2008,cordoba,68,31
9,2008,cundinamarca,78,42
9,2008,exterior,2,0
9,2008,guainia,35,2
9,2008,guajira,52,17
9,2008,guaviare,19,17
9,2008,huila,221,54
9,2008,magdalena,54,36
9,2008,meta,139,43
9,2008,nari�o,2,1
9,2008,norte santander,364,94
9,2008,procedencia desconocida,15,8
9,2008,putumayo,33,14
9,2008,quindio,83,18
9,2008,risaralda,21,8
9,2008,san andres,2,1
9,2008,santander,446,97
9,2008,sucre,88,33
9,2008,tolima,146,56
9,2008,valle,199,84
9,2008,vaupes,,
9,2008,vichada,16,3
9,2009,amazonas,,
9,2009,antioquia,180,157
9,2009,arauca,108,13
9,2009,atlantico,136,132
9,2009,bogota,,
9,2009,bolivar,33,15
9,2009,boyaca,22,18
9,2009,caldas,32,32
9,2009,caqueta,24,21
9,2009,casanare,50,11
9,2009,cauca,64,40
9,2009,cesar,39,17
9,2009,choco,2,2
9,2009,cordoba,24,14
9,2009,cundinamarca,69,25
9,2009,exterior,,
9,2009,guainia,,
9,2009,guajira,39,14
9,2009,guaviare,2,1
9,2009,huila,336,209
9,2009,magdalena,34,31
9,2009,meta,152,21
9,2009,nari�o,15,15
9,2009,norte santander,380,209
9,2009,procedencia desconocida,5,3
9,2009,putumayo,6,0
9,2009,quindio,44,20
9,2009,risaralda,85,49
9,2009,san andres,4,0
9,2009,santander,960,255
9,2009,sucre,132,28
9,2009,tolima,335,104
9,2009,valle,1556,853
9,2009,vaupes,1,0
9,2009,vichada,3,0
9,2010,amazonas,2,0
9,2010,antioquia,1393,121
9,2010,arauca,33,13
9,2010,atlantico,485,66
9,2010,bogota,,
9,2010,bolivar,230,10
9,2010,boyaca,80,41
9,2010,caldas,51,8
9,2010,caqueta,16,1
9,2010,casanare,51,8
9,2010,cauca,46,6
9,2010,cesar,259,46
9,2010,choco,12,1
9,2010,cordoba,39,0
9,2010,cundinamarca,145,9
9,2010,exterior,21,2
9,2010,guainia,3,0
9,2010,guajira,51,17
9,2010,guaviare,17,3
9,2010,huila,271,138
9,2010,magdalena,98,4
9,2010,meta,303,32
9,2010,nari�o,19,16
9,2010,norte santander,567,131
9,2010,procedencia desconocida,5,2
9,2010,putumayo,21,2
9,2010,quindio,286,27
9,2010,risaralda,320,8
9,2010,san andres,2,0
9,2010,santander,779,57
9,2010,sucre,149,19
9,2010,tolima,240,46
9,2010,valle,791,134
9,2010,vaupes,,
9,2010,vichada,2,0
9,2011,amazonas,4,1
9,2011,antioquia,107,46
9,2011,arauca,4,0
9,2011,atlantico,64,44
9,2011,bogota,,
9,2011,bolivar,31,22
9,2011,boyaca,15,14
9,2011,caldas,7,6
9,2011,caqueta,23,9
9,2011,casanare,67,35
9,2011,cauca,37,18
9,2011,cesar,94,30
9,2011,choco,11,1
9,2011,cordoba,127,84
9,2011,cundinamarca,66,36
9,2011,exterior,1,0
9,2011,guainia,1,0
9,2011,guajira,15,14
9,2011,guaviare,6,2
9,2011,huila,139,84
9,2011,magdalena,24,18
9,2011,meta,217,44
9,2011,nari�o,8,6
9,2011,norte santander,168,44
9,2011,procedencia desconocida,9,8
9,2011,putumayo,20,6
9,2011,quindio,98,10
9,2011,risaralda,72,6
9,2011,san andres,50,48
9,2011,santander,136,35
9,2011,sucre,106,26
9,2011,tolima,139,24
9,2011,valle,165,80
9,2011,vaupes,,
9,2011,vichada,12,10
9,2012,amazonas,50,8
9,2012,antioquia,202,91
9,2012,arauca,17,4
9,2012,atlantico,108,86
9,2012,bogota,1,0
9,2012,bolivar,151,122
9,2012,boyaca,8,3
9,2012,caldas,4,4
9,2012,caqueta,18,5
9,2012,casanare,102,23
9,2012,cauca,10,5
9,2012,cesar,542,212
9,2012,choco,18,6
9,2012,cordoba,121,77
9,2012,cundinamarca,232,76
9,2012,exterior,1,0
9,2012,guainia,,
9,2012,guajira,36,32
9,2012,guaviare,3,1
9,2012,huila,227,102
9,2012,magdalena,44,36
9,2012,meta,329,66
9,2012,nari�o,6,4
9,2012,norte santander,386,106
9,2012,procedencia desconocida,,
9,2012,putumayo,14,1
9,2012,quindio,42,5
9,2012,risaralda,5,3
9,2012,san andres,3,3
9,2012,santander,494,171
9,2012,sucre,164,84
9,2012,tolima,492,142
9,2012,valle,224,125
9,2012,vaupes,,
9,2012,vichada,4,4
9,2013,amazonas,25,9
9,2013,antioquia,525,307
9,2013,arauca,112,61
9,2013,atlantico,775,555
9,2013,bogota,7,3
9,2013,bolivar,418,350
9,2013,boyaca,68,50
9,2013,caldas,65,54
9,2013,caqueta,105,46
9,2013,casanare,299,94
9,2013,cauca,37,15
9,2013,cesar,436,137
9,2013,choco,16,13
9,2013,cordoba,169,133
9,2013,cundinamarca,348,151
9,2013,exterior,10,6
9,2013,guainia,2,1
9,2013,guajira,215,198
9,2013,guaviare,36,32
9,2013,huila,391,225
9,2013,magdalena,291,193
9,2013,meta,832,261
9,2013,nari�o,51,37
9,2013,norte santander,779,387
9,2013,procedencia desconocida,1,0
9,2013,putumayo,147,36
9,2013,quindio,165,56
9,2013,risaralda,41,26
9,2013,san andres,6,6
9,2013,santander,1475,550
9,2013,sucre,351,186
9,2013,tolima,1036,283
9,2013,valle,1911,918
9,2013,vaupes,4,2
9,2013,vichada,26,17
9,2014,amazonas,106,30
9,2014,antioquia,1024,613
9,2014,arauca,41,18
9,2014,atlantico,617,274
9,2014,bogota,1,1
9,2014,bolivar,385,186
9,2014,boyaca,36,30
9,2014,caldas,89,77
9,2014,caqueta,34,25
9,2014,casanare,187,15
9,2014,cauca,31,17
9,2014,cesar,347,140
9,2014,choco,19,17
9,2014,cordoba,588,418
9,2014,cundinamarca,306,176
9,2014,exterior,27,17
9,2014,guainia,21,3
9,2014,guajira,100,74
9,2014,guaviare,47,29
9,2014,huila,323,178
9,2014,magdalena,151,68
9,2014,meta,736,170
9,2014,nari�o,45,37
9,2014,norte santander,746,269
9,2014,procedencia desconocida,,
9,2014,putumayo,97,17
9,2014,quindio,503,175
9,2014,risaralda,95,78
9,2014,san andres,6,5
9,2014,santander,1444,492
9,2014,sucre,610,260
9,2014,tolima,728,157
9,2014,valle,987,473
9,2014,vaupes,1,0
9,2014,vichada,11,4
9,2015,amazonas,1,0
9,2015,antioquia,738,460
9,2015,arauca,44,3
9,2015,atlantico,416,226
9,2015,bogota,,
9,2015,bolivar,507,164
9,2015,boyaca,87,62
9,2015,caldas,83,75
9,2015,caqueta,38,16
9,2015,casanare,106,2
9,2015,cauca,38,14
9,2015,cesar,358,148
9,2015,choco,27,18
9,2015,cordoba,186,117
9,2015,cundinamarca,218,108
9,2015,exterior,5,3
9,2015,guainia,1,0
9,2015,guajira,80,57
9,2015,guaviare,12,1
9,2015,huila,396,138
9,2015,magdalena,149,74
9,2015,meta,187,24
9,2015,nari�o,26,17
9,2015,norte santander,313,166
9,2015,procedencia desconocida,1,1
9,2015,putumayo,49,4
9,2015,quindio,220,35
9,2015,risaralda,135,76
9,2015,san andres,13,4
9,2015,santander,484,116
9,2015,sucre,372,145
9,2015,tolima,682,200
9,2015,valle,912,302
9,2015,vaupes,,
9,2015,vichada,9,3
9,2016,amazonas,4,2
9,2016,antioquia,2011,954
9,2016,arauca,3,1
9,2016,atlantico,62,27
9,2016,bogota,,
9,2016,bolivar,53,12
9,2016,boyaca,111,56
9,2016,caldas,21,18
9,2016,caqueta,8,1
9,2016,casanare,32,1
9,2016,cauca,18,9
9,2016,cesar,65,7
9,2016,choco,19,12
9,2016,cordoba,27,15
9,2016,cundinamarca,56,21
9,2016,exterior,5,4
9,2016,guainia,4,1
9,2016,guajira,16,0
9,2016,guaviare,4,0
9,2016,huila,170,22
9,2016,magdalena,39,18
9,2016,meta,84,14
9,2016,nari�o,23,15
9,2016,norte santander,127,35
9,2016,procedencia desconocida,1,0
9,2016,putumayo,65,1
9,2016,quindio,82,8
9,2016,risaralda,69,34
9,2016,san andres,6,3
9,2016,santander,242,64
9,2016,sucre,41,9
9,2016,tolima,234,32
9,2016,valle,673,167
9,2016,vaupes,,
9,2016,vichada,7,3
9,2017,amazonas,3,0
9,2017,antioquia,291,78
9,2017,arauca,25,0
9,2017,atlantico,128,88
9,2017,bogota,,
9,2017,bolivar,39,13
9,2017,boyaca,7,2
9,2017,caldas,5,3
9,2017,caqueta,16,5
9,2017,casanare,25,0
9,2017,cauca,3,0
9,2017,cesar,66,5
9,2017,choco,5,5
9,2017,cordoba,44,23
9,2017,cundinamarca,141,67
9,2017,exterior,4,1
9,2017,guainia,,
9,2017,guajira,11,6
9,2017,guaviare,7,3
9,2017,huila,74,19
9,2017,magdalena,3,1
9,2017,meta,85,15
9,2017,nari�o,8,8
9,2017,norte santander,89,27
9,2017,procedencia desconocida,1,0
9,2017,putumayo,22,0
9,2017,quindio,42,6
9,2017,risaralda,12,6
9,2017,san andres,4,2
9,2017,santander,142,21
9,2017,sucre,30,5
9,2017,tolima,200,14
9,2017,valle,217,35
9,2017,vaupes,,
9,2017,vichada,1,0
10,2007,amazonas,,
10,2007,antioquia,2,2
10,2007,arauca,64,3
10,2007,atlantico,484,430
10,2007,bogota,,
10,2007,bolivar,86,44
10,2007,boyaca,20,5
10,2007,caldas,36,22
10,2007,caqueta,7,4
10,2007,casanare,104,11
10,2007,cauca,13,4
10,2007,cesar,103,32
10,2007,choco,3,2
10,2007,cordoba,32,13
10,2007,cundinamarca,23,18
10,2007,exterior,2,1
10,2007,guainia,,
10,2007,guajira,59,22
10,2007,guaviare,16,16
10,2007,huila,207,47
10,2007,magdalena,184,179
10,2007,meta,176,22
10,2007,nari�o,6,2
10,2007,norte santander,512,175
10,2007,procedencia desconocida,16,13
10,2007,putumayo,6,3
10,2007,quindio,171,106
10,2007,risaralda,115,55
10,2007,san andres,2,2
10,2007,santander,822,249
10,2007,sucre,175,30
10,2007,tolima,189,54
10,2007,valle,30,15
10,2007,vaupes,1,1
10,2007,vichada,14,0
10,2008,amazonas,,
10,2008,antioquia,248,81
10,2008,arauca,64,7
10,2008,atlantico,427,336
10,2008,bogota,,
10,2008,bolivar,115,60
10,2008,boyaca,7,3
10,2008,caldas,8,6
10,2008,caqueta,31,10
10,2008,casanare,138,33
10,2008,cauca,26,7
10,2008,cesar,76,21
10,2008,choco,6,3
10,2008,cordoba,70,35
10,2008,cundinamarca,71,29
10,2008,exterior,1,1
10,2008,guainia,37,4
10,2008,guajira,56,33
10,2008,guaviare,16,14
10,2008,huila,193,58
10,2008,magdalena,46,32
10,2008,meta,105,36
10,2008,nari�o,3,3
10,2008,norte santander,312,73
10,2008,procedencia desconocida,14,10
10,2008,putumayo,42,17
10,2008,quindio,83,23
10,2008,risaralda,22,9
10,2008,san andres,2,0
10,2008,santander,412,95
10,2008,sucre,86,22
10,2008,tolima,136,56
10,2008,valle,174,68
10,2008,vaupes,,
10,2008,vichada,13,1
10,2009,amazonas,,
10,2009,antioquia,174,152
10,2009,arauca,92,5
10,2009,atlantico,186,174
10,2009,bogota,,
10,2009,bolivar,24,10
10,2009,boyaca,34,24
10,2009,caldas,76,71
10,2009,caqueta,5,5
10,2009,casanare,25,5
10,2009,cauca,81,27
10,2009,cesar,65,25
10,2009,choco,1,1
10,2009,cordoba,14,5
10,2009,cundinamarca,82,43
10,2009,exterior,3,3
10,2009,guainia,1,1
10,2009,guajira,39,27
10,2009,guaviare,8,6
10,2009,huila,331,162
10,2009,magdalena,27,26
10,2009,meta,141,12
10,2009,nari�o,3,3
10,2009,norte santander,418,225
10,2009,procedencia desconocida,11,4
10,2009,putumayo,23,8
10,2009,quindio,90,43
10,2009,risaralda,86,46
10,2009,san andres,2,2
10,2009,santander,1004,243
10,2009,sucre,88,32
10,2009,tolima,463,105
10,2009,valle,1360,731
10,2009,vaupes,,
10,2009,vichada,2,0
10,2010,amazonas,2,0
10,2010,antioquia,758,69
10,2010,arauca,30,10
10,2010,atlantico,354,71
10,2010,bogota,,
10,2010,bolivar,270,9
10,2010,boyaca,71,30
10,2010,caldas,37,18
10,2010,caqueta,18,3
10,2010,casanare,54,7
10,2010,cauca,40,3
10,2010,cesar,212,46
10,2010,choco,27,2
10,2010,cordoba,45,3
10,2010,cundinamarca,125,12
10,2010,exterior,14,0
10,2010,guainia,3,0
10,2010,guajira,45,17
10,2010,guaviare,8,1
10,2010,huila,278,122
10,2010,magdalena,107,13
10,2010,meta,222,19
10,2010,nari�o,15,13
10,2010,norte santander,498,103
10,2010,procedencia desconocida,3,1
10,2010,putumayo,23,1
10,2010,quindio,151,8
10,2010,risaralda,201,2
10,2010,san andres,3,0
10,2010,santander,548,41
10,2010,sucre,150,10
10,2010,tolima,253,16
10,2010,valle,565,48
10,2010,vaupes,1,0
10,2010,vichada,4,4
10,2011,amazonas,3,1
10,2011,antioquia,158,61
10,2011,arauca,21,3
10,2011,atlantico,105,75
10,2011,bogota,,
10,2011,bolivar,57,22
10,2011,boyaca,18,18
10,2011,caldas,14,12
10,2011,caqueta,59,14
10,2011,casanare,82,48
10,2011,cauca,54,14
10,2011,cesar,154,36
10,2011,choco,24,1
10,2011,cordoba,157,110
10,2011,cundinamarca,75,30
10,2011,exterior,6,2
10,2011,guainia,1,0
10,2011,guajira,57,43
10,2011,guaviare,8,6
10,2011,huila,223,121
10,2011,magdalena,23,17
10,2011,meta,291,67
10,2011,nari�o,4,3
10,2011,norte santander,185,67
10,2011,procedencia desconocida,30,18
10,2011,putumayo,35,5
10,2011,quindio,90,6
10,2011,risaralda,85,7
10,2011,san andres,49,48
10,2011,santander,180,47
10,2011,sucre,96,19
10,2011,tolima,179,31
10,2011,valle,187,83
10,2011,vaupes,1,0
10,2011,vichada,32,23
10,2012,amazonas,57,15
10,2012,antioquia,238,135
10,2012,arauca,38,15
10,2012,atlantico,175,129
10,2012,bogota,3,1
10,2012,bolivar,211,172
10,2012,boyaca,30,21
10,2012,caldas,4,3
10,2012,caqueta,51,15
10,2012,casanare,120,38
10,2012,cauca,17,5
10,2012,cesar,1234,398
10,2012,choco,10,4
10,2012,cordoba,137,98
10,2012,cundinamarca,319,116
10,2012,exterior,4,2
10,2012,guainia,1,0
10,2012,guajira,104,76
10,2012,guaviare,4,4
10,2012,huila,266,90
10,2012,magdalena,129,69
10,2012,meta,390,79
10,2012,nari�o,8,8
10,2012,norte santander,418,114
10,2012,procedencia desconocida,,
10,2012,putumayo,28,10
10,2012,quindio,48,2
10,2012,risaralda,14,1
10,2012,san andres,,
10,2012,santander,683,224
10,2012,sucre,197,70
10,2012,tolima,647,160
10,2012,valle,300,162
10,2012,vaupes,1,0
10,2012,vichada,1,1
10,2013,amazonas,17,9
10,2013,antioquia,446,267
10,2013,arauca,82,34
10,2013,atlantico,650,466
10,2013,bogota,10,7
10,2013,bolivar,373,321
10,2013,boyaca,43,38
10,2013,caldas,61,51
10,2013,caqueta,104,51
10,2013,casanare,275,85
10,2013,cauca,37,13
10,2013,cesar,338,99
10,2013,choco,11,8
10,2013,cordoba,164,121
10,2013,cundinamarca,320,155
10,2013,exterior,6,4
10,2013,guainia,2,1
10,2013,guajira,156,146
10,2013,guaviare,14,13
10,2013,huila,326,168
10,2013,magdalena,255,172
10,2013,meta,691,209
10,2013,nari�o,41,26
10,2013,norte santander,595,288
10,2013,procedencia desconocida,,
10,2013,putumayo,125,31
10,2013,quindio,138,46
10,2013,risaralda,36,24
10,2013,san andres,9,9
10,2013,santander,1229,422
10,2013,sucre,261,144
10,2013,tolima,902,266
10,2013,valle,1613,822
10,2013,vaupes,,
10,2013,vichada,16,13
10,2014,amazonas,24,7
10,2014,antioquia,646,386
10,2014,arauca,17,7
10,2014,atlantico,1113,338
10,2014,bogota,16,11
10,2014,bolivar,289,127
10,2014,boyaca,27,23
10,2014,caldas,62,50
10,2014,caqueta,26,16
10,2014,casanare,130,13
10,2014,cauca,23,10
10,2014,cesar,425,100
10,2014,choco,7,6
10,2014,cordoba,420,285
10,2014,cundinamarca,352,218
10,2014,exterior,27,13
10,2014,guainia,14,4
10,2014,guajira,148,90
10,2014,guaviare,14,5
10,2014,huila,239,125
10,2014,magdalena,167,57
10,2014,meta,440,93
10,2014,nari�o,65,60
10,2014,norte santander,933,247
10,2014,procedencia desconocida,,
10,2014,putumayo,62,7
10,2014,quindio,298,122
10,2014,risaralda,74,49
10,2014,san andres,9,2
10,2014,santander,940,312
10,2014,sucre,858,285
10,2014,tolima,547,157
10,2014,valle,670,306
10,2014,vaupes,1,0
10,2014,vichada,5,2
10,2015,amazonas,4,3
10,2015,antioquia,804,515
10,2015,arauca,52,1
10,2015,atlantico,631,317
10,2015,bogota,,
10,2015,bolivar,523,150
10,2015,boyaca,95,64
10,2015,caldas,86,75
10,2015,caqueta,75,45
10,2015,casanare,91,8
10,2015,cauca,41,19
10,2015,cesar,557,216
10,2015,choco,22,21
10,2015,cordoba,231,136
10,2015,cundinamarca,230,77
10,2015,exterior,7,6
10,2015,guainia,3,2
10,2015,guajira,99,78
10,2015,guaviare,9,3
10,2015,huila,412,132
10,2015,magdalena,238,116
10,2015,meta,195,23
10,2015,nari�o,32,30
10,2015,norte santander,388,171
10,2015,procedencia desconocida,,
10,2015,putumayo,63,4
10,2015,quindio,185,36
10,2015,risaralda,124,97
10,2015,san andres,66,26
10,2015,santander,455,129
10,2015,sucre,408,176
10,2015,tolima,831,239
10,2015,valle,839,274
10,2015,vaupes,,
10,2015,vichada,9,0
10,2016,amazonas,11,2
10,2016,antioquia,1710,698
10,2016,arauca,15,9
10,2016,atlantico,92,38
10,2016,bogota,,
10,2016,bolivar,75,23
10,2016,boyaca,130,55
10,2016,caldas,21,17
10,2016,caqueta,10,4
10,2016,casanare,53,1
10,2016,cauca,18,12
10,2016,cesar,90,9
10,2016,choco,6,6
10,2016,cordoba,35,18
10,2016,cundinamarca,113,51
10,2016,exterior,1,0
10,2016,guainia,1,0
10,2016,guajira,35,9
10,2016,guaviare,,
10,2016,huila,297,28
10,2016,magdalena,43,14
10,2016,meta,94,9
10,2016,nari�o,30,16
10,2016,norte santander,208,56
10,2016,procedencia desconocida,1,1
10,2016,putumayo,41,0
10,2016,quindio,78,6
10,2016,risaralda,77,26
10,2016,san andres,3,2
10,2016,santander,276,79
10,2016,sucre,81,10
10,2016,tolima,381,47
10,2016,valle,801,220
10,2016,vaupes,1,0
10,2016,vichada,17,3
10,2017,amazonas,4,1
10,2017,antioquia,287,66
10,2017,arauca,20,2
10,2017,atlantico,232,171
10,2017,bogota,,
10,2017,bolivar,45,7
10,2017,boyaca,5,3
10,2017,caldas,10,8
10,2017,caqueta,39,7
10,2017,casanare,15,1
10,2017,cauca,6,1
10,2017,cesar,56,9
10,2017,choco,5,5
10,2017,cordoba,52,31
10,2017,cundinamarca,141,60
10,2017,exterior,3,2
10,2017,guainia,,
10,2017,guajira,5,3
10,2017,guaviare,11,6
10,2017,huila,89,30
10,2017,magdalena,5,5
10,2017,meta,98,15
10,2017,nari�o,13,8
10,2017,norte santander,106,19
10,2017,procedencia desconocida,1,0
10,2017,putumayo,23,0
10,2017,quindio,54,2
10,2017,risaralda,17,1
10,2017,san andres,1,0
10,2017,santander,122,20
10,2017,sucre,27,7
10,2017,tolima,207,17
10,2017,valle,281,40
10,2017,vaupes,,
10,2017,vichada,,
11,2007,amazonas,,
11,2007,antioquia,4,2
11,2007,arauca,23,3
11,2007,atlantico,528,460
11,2007,bogota,,
11,2007,bolivar,112,61
11,2007,boyaca,10,5
11,2007,caldas,20,12
11,2007,caqueta,9,3
11,2007,casanare,48,5
11,2007,cauca,1,1
11,2007,cesar,76,12
11,2007,choco,1,0
11,2007,cordoba,22,10
11,2007,cundinamarca,36,18
11,2007,exterior,4,1
11,2007,guainia,2,1
11,2007,guajira,69,37
11,2007,guaviare,21,18
11,2007,huila,116,21
11,2007,magdalena,157,146
11,2007,meta,164,21
11,2007,nari�o,,
11,2007,norte santander,427,132
11,2007,procedencia desconocida,9,5
11,2007,putumayo,16,3
11,2007,quindio,119,66
11,2007,risaralda,50,23
11,2007,san andres,1,1
11,2007,santander,668,131
11,2007,sucre,118,15
11,2007,tolima,155,25
11,2007,valle,26,9
11,2007,vaupes,,
11,2007,vichada,9,0
11,2008,amazonas,2,1
11,2008,antioquia,196,67
11,2008,arauca,67,6
11,2008,atlantico,335,256
11,2008,bogota,,
11,2008,bolivar,96,61
11,2008,boyaca,10,4
11,2008,caldas,4,3
11,2008,caqueta,21,7
11,2008,casanare,128,20
11,2008,cauca,20,2
11,2008,cesar,68,21
11,2008,choco,2,1
11,2008,cordoba,68,33
11,2008,cundinamarca,67,32
11,2008,exterior,1,0
11,2008,guainia,29,4
11,2008,guajira,49,25
11,2008,guaviare,10,8
11,2008,huila,166,53
11,2008,magdalena,34,26
11,2008,meta,127,48
11,2008,nari�o,2,0
11,2008,norte santander,314,59
11,2008,procedencia desconocida,10,3
11,2008,putumayo,26,5
11,2008,quindio,73,16
11,2008,risaralda,25,7
11,2008,san andres,1,0
11,2008,santander,410,90
11,2008,sucre,95,27
11,2008,tolima,118,44
11,2008,valle,188,67
11,2008,vaupes,,
11,2008,vichada,7,0
11,2009,amazonas,1,0
11,2009,antioquia,238,216
11,2009,arauca,155,17
11,2009,atlantico,316,299
11,2009,bogota,,
11,2009,bolivar,37,20
11,2009,boyaca,76,42
11,2009,caldas,50,45
11,2009,caqueta,6,3
11,2009,casanare,39,6
11,2009,cauca,125,36
11,2009,cesar,187,76
11,2009,choco,5,4
11,2009,cordoba,18,6
11,2009,cundinamarca,102,35
11,2009,exterior,2,1
11,2009,guainia,3,1
11,2009,guajira,61,37
11,2009,guaviare,48,45
11,2009,huila,544,284
11,2009,magdalena,129,101
11,2009,meta,173,23
11,2009,nari�o,7,7
11,2009,norte santander,828,386
11,2009,procedencia desconocida,7,4
11,2009,putumayo,44,25
11,2009,quindio,154,71
11,2009,risaralda,162,108
11,2009,san andres,1,0
11,2009,santander,1401,298
11,2009,sucre,142,34
11,2009,tolima,625,120
11,2009,valle,1621,870
11,2009,vaupes,,
11,2009,vichada,3,1
11,2010,amazonas,1,0
11,2010,antioquia,499,43
11,2010,arauca,42,1
11,2010,atlantico,372,85
11,2010,bogota,,
11,2010,bolivar,302,9
11,2010,boyaca,68,30
11,2010,caldas,22,12
11,2010,caqueta,31,4
11,2010,casanare,41,1
11,2010,cauca,50,6
11,2010,cesar,145,19
11,2010,choco,41,0
11,2010,cordoba,51,6
11,2010,cundinamarca,108,10
11,2010,exterior,5,0
11,2010,guainia,2,0
11,2010,guajira,42,13
11,2010,guaviare,6,0
11,2010,huila,217,115
11,2010,magdalena,120,14
11,2010,meta,316,25
11,2010,nari�o,9,3
11,2010,norte santander,606,153
11,2010,procedencia desconocida,6,0
11,2010,putumayo,36,1
11,2010,quindio,141,7
11,2010,risaralda,132,2
11,2010,san andres,1,0
11,2010,santander,419,22
11,2010,sucre,131,18
11,2010,tolima,338,10
11,2010,valle,643,58
11,2010,vaupes,1,0
11,2010,vichada,3,2
11,2011,amazonas,2,0
11,2011,antioquia,90,31
11,2011,arauca,7,3
11,2011,atlantico,94,51
11,2011,bogota,,
11,2011,bolivar,55,34
11,2011,boyaca,19,16
11,2011,caldas,3,2
11,2011,caqueta,90,30
11,2011,casanare,86,30
11,2011,cauca,76,16
11,2011,cesar,146,19
11,2011,choco,24,4
11,2011,cordoba,124,74
11,2011,cundinamarca,71,21
11,2011,exterior,3,2
11,2011,guainia,,
11,2011,guajira,99,82
11,2011,guaviare,17,14
11,2011,huila,213,136
11,2011,magdalena,24,20
11,2011,meta,213,43
11,2011,nari�o,4,3
11,2011,norte santander,187,43
11,2011,procedencia desconocida,23,11
11,2011,putumayo,29,6
11,2011,quindio,82,4
11,2011,risaralda,60,9
11,2011,san andres,19,19
11,2011,santander,163,53
11,2011,sucre,95,28
11,2011,tolima,180,31
11,2011,valle,158,61
11,2011,vaupes,1,0
11,2011,vichada,23,13
11,2012,amazonas,14,1
11,2012,antioquia,192,122
11,2012,arauca,37,1
11,2012,atlantico,176,109
11,2012,bogota,2,0
11,2012,bolivar,162,115
11,2012,boyaca,49,29
11,2012,caldas,2,2
11,2012,caqueta,40,9
11,2012,casanare,80,24
11,2012,cauca,26,9
11,2012,cesar,875,293
11,2012,choco,10,3
11,2012,cordoba,95,49
11,2012,cundinamarca,239,63
11,2012,exterior,6,4
11,2012,guainia,2,1
11,2012,guajira,125,94
11,2012,guaviare,6,5
11,2012,huila,235,69
11,2012,magdalena,129,79
11,2012,meta,342,83
11,2012,nari�o,1,0
11,2012,norte santander,494,142
11,2012,procedencia desconocida,,
11,2012,putumayo,119,18
11,2012,quindio,44,5
11,2012,risaralda,12,2
11,2012,san andres,1,0
11,2012,santander,697,273
11,2012,sucre,172,85
11,2012,tolima,662,167
11,2012,valle,289,177
11,2012,vaupes,1,0
11,2012,vichada,1,1
11,2013,amazonas,24,7
11,2013,antioquia,451,274
11,2013,arauca,88,40
11,2013,atlantico,634,439
11,2013,bogota,13,6
11,2013,bolivar,371,311
11,2013,boyaca,56,49
11,2013,caldas,60,53
11,2013,caqueta,97,45
11,2013,casanare,302,100
11,2013,cauca,34,15
11,2013,cesar,326,104
11,2013,choco,8,6
11,2013,cordoba,155,115
11,2013,cundinamarca,337,160
11,2013,exterior,13,6
11,2013,guainia,3,2
11,2013,guajira,175,164
11,2013,guaviare,18,17
11,2013,huila,364,191
11,2013,magdalena,252,171
11,2013,meta,642,172
11,2013,nari�o,47,30
11,2013,norte santander,656,331
11,2013,procedencia desconocida,,
11,2013,putumayo,115,27
11,2013,quindio,125,32
11,2013,risaralda,52,36
11,2013,san andres,5,5
11,2013,santander,1355,524
11,2013,sucre,237,148
11,2013,tolima,878,248
11,2013,valle,1560,771
11,2013,vaupes,,
11,2013,vichada,27,23
11,2014,amazonas,15,1
11,2014,antioquia,497,245
11,2014,arauca,28,11
11,2014,atlantico,1160,279
11,2014,bogota,6,4
11,2014,bolivar,202,86
11,2014,boyaca,12,12
11,2014,caldas,68,54
11,2014,caqueta,16,7
11,2014,casanare,134,3
11,2014,cauca,18,9
11,2014,cesar,436,111
11,2014,choco,10,8
11,2014,cordoba,276,172
11,2014,cundinamarca,351,193
11,2014,exterior,14,6
11,2014,guainia,7,2
11,2014,guajira,136,81
11,2014,guaviare,19,12
11,2014,huila,273,113
11,2014,magdalena,139,46
11,2014,meta,388,87
11,2014,nari�o,52,47
11,2014,norte santander,875,223
11,2014,procedencia desconocida,,
11,2014,putumayo,53,3
11,2014,quindio,289,92
11,2014,risaralda,63,43
11,2014,san andres,27,9
11,2014,santander,867,233
11,2014,sucre,491,155
11,2014,tolima,561,137
11,2014,valle,701,296
11,2014,vaupes,,
11,2014,vichada,,
11,2015,amazonas,12,2
11,2015,antioquia,964,566
11,2015,arauca,79,2
11,2015,atlantico,1266,606
11,2015,bogota,,
11,2015,bolivar,642,143
11,2015,boyaca,125,65
11,2015,caldas,51,44
11,2015,caqueta,168,77
11,2015,casanare,106,9
11,2015,cauca,76,34
11,2015,cesar,855,235
11,2015,choco,29,23
11,2015,cordoba,293,160
11,2015,cundinamarca,348,184
11,2015,exterior,10,4
11,2015,guainia,8,1
11,2015,guajira,174,126
11,2015,guaviare,14,8
11,2015,huila,760,329
11,2015,magdalena,386,181
11,2015,meta,240,25
11,2015,nari�o,39,33
11,2015,norte santander,706,289
11,2015,procedencia desconocida,,
11,2015,putumayo,114,5
11,2015,quindio,173,47
11,2015,risaralda,165,96
11,2015,san andres,47,25
11,2015,santander,593,152
11,2015,sucre,376,134
11,2015,tolima,1250,311
11,2015,valle,1436,457
